DateTime,AnimalID,System,PositionID
2023-04-25T03:52:47Z,OR437,sys.4,3
2023-04-25T03:52:50Z,1546,sys.4,3
2023-04-25T03:52:58Z,OR419,sys.1,8
2023-04-25T03:52:58Z,1546,sys.4,8
2023-04-25T03:53:00Z,OR437,sys.4,8
2023-04-25T03:53:01Z,OR429,sys.4,8
2023-04-25T03:53:03Z,1546,sys.4,3
2023-04-25T03:53:07Z,OR429,sys.4,3
2023-04-25T03:53:08Z,1546,sys.4,4
2023-04-25T03:53:13Z,OR429,sys.4,4
2023-04-25T03:53:19Z,1546,sys.4,7
2023-04-25T03:53:24Z,1546,sys.4,8
2023-04-25T03:53:26Z,OR437,sys.4,7
2023-04-25T03:53:30Z,OR429,sys.4,7
2023-04-25T03:53:42Z,OR434,sys.5,4
2023-04-25T03:53:44Z,OR437,sys.4,7
2023-04-25T03:53:45Z,OR429,sys.4,4
2023-04-25T03:53:50Z,OR429,sys.4,7
2023-04-25T03:53:55Z,OR420,sys.2,4
2023-04-25T03:54:03Z,1546,sys.4,7
2023-04-25T03:54:04Z,1545,sys.2,8
2023-04-25T03:54:15Z,1545,sys.2,3
2023-04-25T03:54:19Z,OR420,sys.2,3
2023-04-25T03:54:23Z,OR420,sys.2,4
2023-04-25T03:54:26Z,OR419,sys.1,3
2023-04-25T03:54:34Z,OR420,sys.2,3
2023-04-25T03:54:35Z,OR437,sys.4,7
2023-04-25T03:54:44Z,1545,sys.2,4
2023-04-25T03:54:47Z,1545,sys.2,3
2023-04-25T03:54:49Z,OR426,sys.5,8
2023-04-25T03:55:03Z,OR419,sys.1,4
2023-04-25T03:55:10Z,OR437,sys.4,4
2023-04-25T03:55:15Z,OR426,sys.5,7
2023-04-25T03:55:16Z,OR434,sys.5,3
2023-04-25T03:55:21Z,OR428,sys.1,4
2023-04-25T03:55:25Z,OR424,sys.1,4
2023-04-25T03:55:25Z,OR419,sys.1,7
2023-04-25T03:55:26Z,OR424,sys.1,7
2023-04-25T03:55:31Z,OR419,sys.1,3
2023-04-25T03:55:54Z,OR428,sys.1,3
2023-04-25T03:55:57Z,OR428,sys.1,4
2023-04-25T03:56:05Z,OR426,sys.5,3
2023-04-25T03:56:13Z,OR419,sys.1,7
2023-04-25T03:56:32Z,OR420,sys.2,8
2023-04-25T03:56:42Z,OR426,sys.5,3
2023-04-25T03:56:53Z,OR420,sys.2,7
2023-04-25T03:56:54Z,1545,sys.2,4
2023-04-25T03:56:55Z,1545,sys.2,3
2023-04-25T03:56:58Z,OR428,sys.1,3
2023-04-25T03:57:04Z,OR428,sys.1,4
2023-04-25T03:57:12Z,OR426,sys.5,3
2023-04-25T03:57:17Z,OR419,sys.1,7
2023-04-25T03:57:19Z,OR428,sys.1,7
2023-04-25T03:57:24Z,OR426,sys.5,3
2023-04-25T03:57:27Z,OR426,sys.5,3
2023-04-25T03:57:31Z,1547,sys.5,7
2023-04-25T03:57:33Z,OR426,sys.5,3
2023-04-25T03:57:35Z,OR426,sys.5,3
2023-04-25T03:57:39Z,OR419,sys.1,3
2023-04-25T03:57:57Z,1547,sys.5,3
2023-04-25T03:58:14Z,OR414,sys.3,4
2023-04-25T03:58:19Z,1547,sys.5,7
2023-04-25T03:58:19Z,OR413,sys.3,7
2023-04-25T03:58:26Z,OR426,sys.5,7
2023-04-25T03:58:37Z,OR426,sys.5,7
2023-04-25T03:58:41Z,OR434,sys.5,4
2023-04-25T03:58:43Z,OR414,sys.3,3
2023-04-25T03:58:44Z,1547,sys.5,7
2023-04-25T03:58:49Z,OR428,sys.1,8
2023-04-25T03:58:50Z,OR437,sys.4,3
2023-04-25T03:58:52Z,OR428,sys.1,3
2023-04-25T03:58:52Z,OR434,sys.5,3
2023-04-25T03:59:04Z,1547,sys.5,7
2023-04-25T03:59:15Z,OR436,sys.2,3
2023-04-25T03:59:20Z,OR434,sys.5,4
2023-04-25T03:59:21Z,OR437,sys.4,4
2023-04-25T03:59:24Z,OR434,sys.5,7
2023-04-25T03:59:26Z,OR426,sys.5,3
2023-04-25T03:59:29Z,1546,sys.4,7
2023-04-25T03:59:31Z,OR426,sys.5,4
2023-04-25T03:59:33Z,OR430,sys.5,8
2023-04-25T03:59:36Z,1546,sys.4,7
2023-04-25T03:59:38Z,1547,sys.5,7
2023-04-25T03:59:48Z,OR426,sys.5,7
2023-04-25T03:59:48Z,OR424,sys.1,8
2023-04-25T04:00:03Z,OR420,sys.2,4
2023-04-25T04:00:14Z,OR420,sys.2,3
2023-04-25T04:00:20Z,OR436,sys.2,7
2023-04-25T04:00:24Z,OR430,sys.5,3
2023-04-25T04:00:26Z,OR419,sys.1,3
2023-04-25T04:00:28Z,OR434,sys.5,3
2023-04-25T04:00:46Z,OR424,sys.1,3
2023-04-25T04:00:48Z,OR434,sys.5,3
2023-04-25T04:00:54Z,OR434,sys.5,3
2023-04-25T04:01:00Z,OR430,sys.5,7
2023-04-25T04:01:18Z,OR419,sys.1,3
2023-04-25T04:01:19Z,OR429,sys.4,4
2023-04-25T04:01:29Z,OR425,sys.2,4
2023-04-25T04:01:32Z,OR425,sys.2,7
2023-04-25T04:01:33Z,OR428,sys.1,4
2023-04-25T04:01:50Z,OR428,sys.1,3
2023-04-25T04:01:52Z,OR430,sys.5,7
2023-04-25T04:02:01Z,OR437,sys.4,7
2023-04-25T04:02:15Z,OR434,sys.5,3
2023-04-25T04:02:23Z,OR428,sys.1,4
2023-04-25T04:02:25Z,1546,sys.4,7
2023-04-25T04:02:26Z,OR429,sys.4,7
2023-04-25T04:02:32Z,OR434,sys.5,3
2023-04-25T04:02:38Z,1546,sys.4,3
2023-04-25T04:02:44Z,OR434,sys.5,3
2023-04-25T04:02:53Z,1547,sys.5,3
2023-04-25T04:02:53Z,OR437,sys.4,4
2023-04-25T04:02:57Z,1547,sys.5,3
2023-04-25T04:03:03Z,OR434,sys.5,4
2023-04-25T04:03:06Z,1547,sys.5,3
2023-04-25T04:03:07Z,1546,sys.4,7
2023-04-25T04:03:08Z,1547,sys.5,3
2023-04-25T04:03:08Z,OR419,sys.1,8
2023-04-25T04:03:11Z,OR430,sys.5,3
2023-04-25T04:03:13Z,OR437,sys.4,7
2023-04-25T04:03:23Z,1547,sys.5,3
2023-04-25T04:03:26Z,OR437,sys.4,8
2023-04-25T04:03:30Z,OR436,sys.2,7
2023-04-25T04:03:32Z,OR434,sys.5,3
2023-04-25T04:03:37Z,OR437,sys.4,3
2023-04-25T04:03:38Z,OR434,sys.5,7
2023-04-25T04:03:38Z,1547,sys.5,3
2023-04-25T04:03:42Z,1547,sys.5,3
2023-04-25T04:03:50Z,OR434,sys.5,7
2023-04-25T04:03:52Z,OR433,sys.4,8
2023-04-25T04:03:52Z,OR419,sys.1,7
2023-04-25T04:03:53Z,OR426,sys.5,4
2023-04-25T04:03:56Z,OR426,sys.5,3
2023-04-25T04:03:57Z,OR430,sys.5,7
2023-04-25T04:03:57Z,1546,sys.4,3
2023-04-25T04:04:06Z,OR428,sys.1,7
2023-04-25T04:04:07Z,OR426,sys.5,4
2023-04-25T04:04:11Z,OR429,sys.4,7
2023-04-25T04:04:15Z,OR428,sys.1,4
2023-04-25T04:04:20Z,OR426,sys.5,3
2023-04-25T04:04:28Z,OR433,sys.4,7
2023-04-25T04:04:30Z,OR426,sys.5,8
2023-04-25T04:04:30Z,OR430,sys.5,3
2023-04-25T04:04:36Z,OR426,sys.5,3
2023-04-25T04:04:40Z,OR426,sys.5,4
2023-04-25T04:04:42Z,OR436,sys.2,7
2023-04-25T04:04:45Z,OR428,sys.1,3
2023-04-25T04:04:45Z,OR424,sys.1,7
2023-04-25T04:04:47Z,OR428,sys.1,8
2023-04-25T04:04:49Z,OR426,sys.5,7
2023-04-25T04:04:50Z,OR426,sys.5,8
2023-04-25T04:04:51Z,OR428,sys.1,7
2023-04-25T04:04:56Z,OR430,sys.5,3
2023-04-25T04:05:11Z,OR419,sys.1,4
2023-04-25T04:05:20Z,OR430,sys.5,3
2023-04-25T04:05:23Z,OR426,sys.5,3
2023-04-25T04:05:23Z,OR419,sys.1,7
2023-04-25T04:05:28Z,OR430,sys.5,3
2023-04-25T04:05:32Z,OR430,sys.5,3
2023-04-25T04:05:43Z,OR428,sys.1,8
2023-04-25T04:05:56Z,OR433,sys.4,8
2023-04-25T04:06:00Z,1547,sys.5,3
2023-04-25T04:06:04Z,1547,sys.5,3
2023-04-25T04:06:04Z,OR424,sys.1,3
2023-04-25T04:06:06Z,OR433,sys.4,3
2023-04-25T04:06:09Z,OR437,sys.4,7
2023-04-25T04:06:13Z,OR419,sys.1,4
2023-04-25T04:06:18Z,OR424,sys.1,3
2023-04-25T04:06:20Z,OR433,sys.4,8
2023-04-25T04:06:25Z,OR437,sys.4,7
2023-04-25T04:06:27Z,OR419,sys.1,3
2023-04-25T04:06:33Z,OR433,sys.4,3
2023-04-25T04:06:38Z,1547,sys.5,3
2023-04-25T04:06:40Z,1547,sys.5,3
2023-04-25T04:06:41Z,OR437,sys.4,8
2023-04-25T04:06:44Z,OR419,sys.1,8
2023-04-25T04:06:48Z,OR426,sys.5,7
2023-04-25T04:06:48Z,1545,sys.2,4
2023-04-25T04:06:49Z,OR424,sys.1,3
2023-04-25T04:06:51Z,1547,sys.5,7
2023-04-25T04:06:53Z,1545,sys.2,7
2023-04-25T04:06:55Z,OR426,sys.5,3
2023-04-25T04:06:55Z,1545,sys.2,8
2023-04-25T04:07:09Z,OR419,sys.1,7
2023-04-25T04:07:12Z,OR426,sys.5,3
2023-04-25T04:07:14Z,OR424,sys.1,7
2023-04-25T04:07:15Z,OR430,sys.5,3
2023-04-25T04:07:17Z,1545,sys.2,3
2023-04-25T04:07:18Z,OR424,sys.1,7
2023-04-25T04:07:19Z,OR430,sys.5,3
2023-04-25T04:07:21Z,OR428,sys.1,7
2023-04-25T04:07:21Z,OR424,sys.1,8
2023-04-25T04:07:22Z,OR428,sys.1,4
2023-04-25T04:07:22Z,OR424,sys.1,7
2023-04-25T04:07:22Z,OR419,sys.1,8
2023-04-25T04:07:22Z,OR437,sys.4,3
2023-04-25T04:07:24Z,OR426,sys.5,7
2023-04-25T04:07:24Z,OR419,sys.1,7
2023-04-25T04:07:39Z,OR432,sys.1,8
2023-04-25T04:07:47Z,OR428,sys.1,7
2023-04-25T04:07:50Z,OR432,sys.1,3
2023-04-25T04:07:52Z,OR430,sys.5,7
2023-04-25T04:07:55Z,OR432,sys.1,8
2023-04-25T04:07:56Z,OR432,sys.1,3
2023-04-25T04:07:58Z,OR428,sys.1,4
2023-04-25T04:07:58Z,1547,sys.5,7
2023-04-25T04:08:11Z,OR430,sys.5,8
2023-04-25T04:08:13Z,OR419,sys.1,4
2023-04-25T04:08:16Z,OR428,sys.1,7
2023-04-25T04:08:20Z,OR430,sys.5,3
2023-04-25T04:08:28Z,1547,sys.5,3
2023-04-25T04:08:31Z,OR420,sys.2,4
2023-04-25T04:08:31Z,OR430,sys.5,8
2023-04-25T04:08:35Z,OR420,sys.2,3
2023-04-25T04:08:40Z,OR437,sys.4,8
2023-04-25T04:08:43Z,OR430,sys.5,3
2023-04-25T04:08:47Z,OR429,sys.4,3
2023-04-25T04:09:03Z,OR429,sys.4,7
2023-04-25T04:09:04Z,OR425,sys.2,4
2023-04-25T04:09:04Z,OR437,sys.4,7
2023-04-25T04:09:09Z,OR425,sys.2,3
2023-04-25T04:09:12Z,OR415,sys.3,3
2023-04-25T04:09:19Z,1547,sys.5,3
2023-04-25T04:09:19Z,1546,sys.4,7
2023-04-25T04:09:21Z,OR425,sys.2,8
2023-04-25T04:09:24Z,OR415,sys.3,3
2023-04-25T04:09:31Z,OR415,sys.3,3
2023-04-25T04:09:44Z,OR429,sys.4,7
2023-04-25T04:10:02Z,OR425,sys.2,7
2023-04-25T04:10:05Z,1546,sys.4,3
2023-04-25T04:10:19Z,1547,sys.5,3
2023-04-25T04:11:14Z,OR419,sys.1,3
2023-04-25T04:11:29Z,OR433,sys.4,4
2023-04-25T04:11:40Z,OR433,sys.4,7
2023-04-25T04:12:05Z,OR430,sys.5,4
2023-04-25T04:12:40Z,OR430,sys.5,3
2023-04-25T04:12:47Z,OR434,sys.5,4
2023-04-25T04:12:53Z,OR434,sys.5,3
2023-04-25T04:12:55Z,1547,sys.5,3
2023-04-25T04:13:04Z,1547,sys.5,3
2023-04-25T04:13:07Z,OR434,sys.5,4
2023-04-25T04:13:09Z,OR433,sys.4,8
2023-04-25T04:13:12Z,OR430,sys.5,4
2023-04-25T04:13:16Z,1545,sys.2,4
2023-04-25T04:13:17Z,OR429,sys.4,3
2023-04-25T04:13:19Z,OR434,sys.5,3
2023-04-25T04:13:21Z,OR433,sys.4,7
2023-04-25T04:13:32Z,OR430,sys.5,7
2023-04-25T04:13:36Z,OR430,sys.5,3
2023-04-25T04:13:41Z,OR428,sys.1,4
2023-04-25T04:13:50Z,OR434,sys.5,4
2023-04-25T04:13:56Z,OR429,sys.4,3
2023-04-25T04:13:57Z,OR434,sys.5,3
2023-04-25T04:14:02Z,1547,sys.5,3
2023-04-25T04:14:04Z,OR428,sys.1,3
2023-04-25T04:14:04Z,OR434,sys.5,4
2023-04-25T04:14:07Z,OR434,sys.5,3
2023-04-25T04:14:17Z,OR434,sys.5,4
2023-04-25T04:14:22Z,OR434,sys.5,7
2023-04-25T04:14:23Z,OR430,sys.5,3
2023-04-25T04:14:33Z,OR434,sys.5,4
2023-04-25T04:14:42Z,OR434,sys.5,3
2023-04-25T04:14:48Z,OR434,sys.5,3
2023-04-25T04:15:01Z,OR428,sys.1,4
2023-04-25T04:15:04Z,OR434,sys.5,3
2023-04-25T04:15:05Z,OR437,sys.4,3
2023-04-25T04:15:09Z,1547,sys.5,3
2023-04-25T04:15:11Z,OR430,sys.5,3
2023-04-25T04:15:22Z,OR434,sys.5,3
2023-04-25T04:15:24Z,OR419,sys.1,8
2023-04-25T04:15:31Z,OR434,sys.5,3
2023-04-25T04:15:32Z,OR434,sys.5,4
2023-04-25T04:15:34Z,OR430,sys.5,3
2023-04-25T04:15:37Z,OR430,sys.5,4
2023-04-25T04:15:40Z,OR434,sys.5,3
2023-04-25T04:15:46Z,OR434,sys.5,4
2023-04-25T04:15:48Z,1546,sys.4,8
2023-04-25T04:15:49Z,OR434,sys.5,3
2023-04-25T04:15:49Z,OR430,sys.5,7
2023-04-25T04:15:56Z,1545,sys.2,3
2023-04-25T04:16:03Z,1545,sys.2,4
2023-04-25T04:16:10Z,OR419,sys.1,3
2023-04-25T04:16:12Z,OR430,sys.5,4
2023-04-25T04:16:20Z,OR415,sys.3,7
2023-04-25T04:16:22Z,1545,sys.2,3
2023-04-25T04:16:28Z,OR430,sys.5,3
2023-04-25T04:16:36Z,1545,sys.2,4
2023-04-25T04:16:40Z,OR430,sys.5,4
2023-04-25T04:16:40Z,1546,sys.4,3
2023-04-25T04:16:43Z,OR430,sys.5,3
2023-04-25T04:16:45Z,1545,sys.2,7
2023-04-25T04:16:46Z,OR430,sys.5,7
2023-04-25T04:16:48Z,OR437,sys.4,3
2023-04-25T04:16:55Z,1547,sys.5,8
2023-04-25T04:16:57Z,OR430,sys.5,3
2023-04-25T04:17:01Z,1547,sys.5,3
2023-04-25T04:17:05Z,OR430,sys.5,4
2023-04-25T04:17:07Z,OR430,sys.5,3
2023-04-25T04:17:30Z,OR430,sys.5,4
2023-04-25T04:17:32Z,1547,sys.5,4
2023-04-25T04:17:34Z,OR430,sys.5,3
2023-04-25T04:17:36Z,OR433,sys.4,3
2023-04-25T04:17:36Z,1547,sys.5,3
2023-04-25T04:17:38Z,1547,sys.5,3
2023-04-25T04:18:00Z,1547,sys.5,3
2023-04-25T04:18:05Z,OR428,sys.1,7
2023-04-25T04:18:07Z,OR430,sys.5,4
2023-04-25T04:18:12Z,1547,sys.5,3
2023-04-25T04:18:21Z,OR433,sys.4,3
2023-04-25T04:18:37Z,OR430,sys.5,7
2023-04-25T04:18:41Z,OR430,sys.5,8
2023-04-25T04:18:44Z,OR433,sys.4,7
2023-04-25T04:18:51Z,OR414,sys.3,8
2023-04-25T04:18:51Z,OR419,sys.1,4
2023-04-25T04:18:52Z,OR430,sys.5,7
2023-04-25T04:19:10Z,OR430,sys.5,3
2023-04-25T04:19:21Z,OR430,sys.5,7
2023-04-25T04:19:43Z,OR424,sys.1,8
2023-04-25T04:19:44Z,OR419,sys.1,3
2023-04-25T04:19:53Z,OR428,sys.1,8
2023-04-25T04:19:53Z,OR434,sys.5,4
2023-04-25T04:19:54Z,OR428,sys.1,7
2023-04-25T04:19:55Z,OR433,sys.4,3
2023-04-25T04:19:59Z,1547,sys.5,3
2023-04-25T04:20:03Z,OR424,sys.1,3
2023-04-25T04:20:06Z,OR434,sys.5,7
2023-04-25T04:20:07Z,OR433,sys.4,4
2023-04-25T04:20:20Z,OR434,sys.5,3
2023-04-25T04:20:29Z,OR434,sys.5,7
2023-04-25T04:21:09Z,OR433,sys.4,3
2023-04-25T04:21:22Z,OR434,sys.5,3
2023-04-25T04:21:37Z,OR434,sys.5,3
2023-04-25T04:21:42Z,OR433,sys.4,8
2023-04-25T04:21:46Z,OR434,sys.5,3
2023-04-25T04:21:54Z,OR428,sys.1,4
2023-04-25T04:21:58Z,OR428,sys.1,3
2023-04-25T04:21:58Z,OR433,sys.4,3
2023-04-25T04:22:01Z,OR414,sys.3,3
2023-04-25T04:22:05Z,OR428,sys.1,4
2023-04-25T04:22:07Z,OR433,sys.4,7
2023-04-25T04:22:10Z,OR428,sys.1,7
2023-04-25T04:22:32Z,OR429,sys.4,8
2023-04-25T04:22:35Z,1546,sys.4,4
2023-04-25T04:22:38Z,OR429,sys.4,7
2023-04-25T04:22:40Z,1546,sys.4,3
2023-04-25T04:23:05Z,OR434,sys.5,7
2023-04-25T04:23:05Z,1547,sys.5,7
2023-04-25T04:23:09Z,OR434,sys.5,7
2023-04-25T04:23:09Z,OR429,sys.4,8
2023-04-25T04:23:20Z,OR429,sys.4,3
2023-04-25T04:23:21Z,1546,sys.4,8
2023-04-25T04:23:27Z,1546,sys.4,7
2023-04-25T04:23:30Z,OR433,sys.4,7
2023-04-25T04:23:34Z,OR428,sys.1,8
2023-04-25T04:23:36Z,OR428,sys.1,3
2023-04-25T04:23:47Z,1547,sys.5,7
2023-04-25T04:24:05Z,1547,sys.5,7
2023-04-25T04:24:05Z,OR429,sys.4,8
2023-04-25T04:24:12Z,OR420,sys.2,3
2023-04-25T04:24:14Z,1546,sys.4,8
2023-04-25T04:24:28Z,OR419,sys.1,4
2023-04-25T04:24:33Z,OR429,sys.4,3
2023-04-25T04:24:37Z,1547,sys.5,7
2023-04-25T04:24:51Z,OR419,sys.1,3
2023-04-25T04:25:02Z,OR419,sys.1,7
2023-04-25T04:25:05Z,OR430,sys.5,3
2023-04-25T04:25:05Z,OR419,sys.1,3
2023-04-25T04:25:06Z,1546,sys.4,7
2023-04-25T04:25:26Z,OR430,sys.5,3
2023-04-25T04:25:31Z,OR433,sys.4,7
2023-04-25T04:25:36Z,OR419,sys.1,7
2023-04-25T04:25:42Z,OR420,sys.2,3
2023-04-25T04:25:42Z,OR433,sys.4,3
2023-04-25T04:25:43Z,OR429,sys.4,4
2023-04-25T04:25:47Z,1547,sys.5,3
2023-04-25T04:25:48Z,OR429,sys.4,7
2023-04-25T04:25:50Z,OR419,sys.1,3
2023-04-25T04:25:53Z,OR419,sys.1,3
2023-04-25T04:25:56Z,OR429,sys.4,8
2023-04-25T04:25:59Z,OR420,sys.2,3
2023-04-25T04:26:00Z,1547,sys.5,3
2023-04-25T04:26:01Z,OR434,sys.5,3
2023-04-25T04:26:24Z,OR420,sys.2,3
2023-04-25T04:26:24Z,OR429,sys.4,7
2023-04-25T04:26:30Z,OR434,sys.5,3
2023-04-25T04:26:35Z,OR430,sys.5,3
2023-04-25T04:26:39Z,OR419,sys.1,7
2023-04-25T04:26:40Z,OR434,sys.5,3
2023-04-25T04:26:52Z,1547,sys.5,3
2023-04-25T04:26:55Z,OR434,sys.5,3
2023-04-25T04:27:06Z,1547,sys.5,3
2023-04-25T04:27:06Z,OR429,sys.4,8
2023-04-25T04:27:08Z,OR420,sys.2,3
2023-04-25T04:27:10Z,OR430,sys.5,3
2023-04-25T04:27:12Z,1547,sys.5,3
2023-04-25T04:27:19Z,1546,sys.4,8
2023-04-25T04:27:21Z,1547,sys.5,3
2023-04-25T04:27:21Z,OR429,sys.4,3
2023-04-25T04:27:27Z,OR434,sys.5,3
2023-04-25T04:27:36Z,OR434,sys.5,4
2023-04-25T04:27:38Z,OR429,sys.4,8
2023-04-25T04:27:42Z,1547,sys.5,3
2023-04-25T04:27:46Z,1547,sys.5,3
2023-04-25T04:27:48Z,1546,sys.4,3
2023-04-25T04:28:07Z,OR430,sys.5,3
2023-04-25T04:28:33Z,OR429,sys.4,7
2023-04-25T04:28:35Z,OR430,sys.5,7
2023-04-25T04:28:58Z,OR419,sys.1,7
2023-04-25T04:29:01Z,1546,sys.4,4
2023-04-25T04:29:05Z,1546,sys.4,3
2023-04-25T04:29:27Z,1546,sys.4,4
2023-04-25T04:29:29Z,OR428,sys.1,4
2023-04-25T04:29:37Z,OR428,sys.1,7
2023-04-25T04:29:39Z,OR430,sys.5,3
2023-04-25T04:30:03Z,1546,sys.4,7
2023-04-25T04:30:33Z,OR419,sys.1,3
2023-04-25T04:30:34Z,OR428,sys.1,4
2023-04-25T04:30:42Z,OR428,sys.1,3
2023-04-25T04:31:13Z,OR434,sys.5,3
2023-04-25T04:32:32Z,OR420,sys.2,7
2023-04-25T04:32:47Z,OR428,sys.1,4
2023-04-25T04:32:57Z,OR430,sys.5,7
2023-04-25T04:33:19Z,OR428,sys.1,7
2023-04-25T04:34:11Z,1545,sys.2,8
2023-04-25T04:34:39Z,1545,sys.2,7
2023-04-25T04:41:56Z,OR437,sys.4,7
2023-04-25T04:42:47Z,OR437,sys.4,3
2023-04-25T04:43:07Z,OR419,sys.1,3
2023-04-25T04:43:14Z,OR419,sys.1,3
2023-04-25T04:43:43Z,OR428,sys.1,4
2023-04-25T04:44:07Z,OR428,sys.1,7
2023-04-25T04:46:13Z,OR437,sys.4,7
2023-04-25T04:49:30Z,1545,sys.2,7
2023-04-25T04:50:01Z,1545,sys.2,7
2023-04-25T04:50:42Z,OR437,sys.4,3
2023-04-25T04:56:01Z,OR420,sys.2,3
2023-04-25T04:56:48Z,OR420,sys.2,7
2023-04-25T04:57:44Z,OR420,sys.2,7
2023-04-25T04:58:15Z,OR420,sys.2,3
2023-04-25T04:58:41Z,OR420,sys.2,7
2023-04-25T04:59:18Z,OR420,sys.2,3
2023-04-25T04:59:24Z,OR420,sys.2,3
2023-04-25T04:59:45Z,OR420,sys.2,3
2023-04-25T05:01:14Z,1545,sys.2,3
2023-04-25T05:01:45Z,1545,sys.2,3
2023-04-25T05:10:20Z,OR425,sys.2,8
2023-04-25T05:10:24Z,OR425,sys.2,3
2023-04-25T05:11:29Z,1545,sys.2,3
2023-04-25T05:12:23Z,1545,sys.2,7
2023-04-25T05:28:39Z,OR432,sys.1,3
2023-04-25T05:32:36Z,OR432,sys.1,3
2023-04-25T05:33:31Z,OR432,sys.1,7
2023-04-25T05:40:06Z,OR432,sys.1,7
2023-04-25T06:07:13Z,OR428,sys.1,4
2023-04-25T06:07:39Z,OR428,sys.1,7
2023-04-25T06:27:53Z,OR414,sys.3,3
2023-04-25T06:54:20Z,OR426,sys.5,7
2023-04-25T06:54:49Z,OR426,sys.5,3
2023-04-25T06:55:48Z,OR426,sys.5,3
2023-04-25T06:55:56Z,OR426,sys.5,3
2023-04-25T06:56:08Z,OR426,sys.5,3
2023-04-25T06:56:15Z,OR426,sys.5,3
2023-04-25T06:56:38Z,OR426,sys.5,3
2023-04-25T06:56:45Z,OR426,sys.5,3
2023-04-25T07:05:30Z,OR414,sys.3,7
2023-04-25T07:24:39Z,OR426,sys.5,3
2023-04-25T07:24:53Z,OR426,sys.5,3
2023-04-25T07:28:42Z,OR437,sys.4,7
2023-04-25T07:28:49Z,OR437,sys.4,3
2023-04-25T07:29:08Z,OR413,sys.3,3
2023-04-25T07:30:20Z,OR413,sys.3,7
2023-04-25T07:35:01Z,OR434,sys.5,4
2023-04-25T07:35:02Z,OR434,sys.5,3
2023-04-25T07:35:02Z,1547,sys.5,3
2023-04-25T07:35:14Z,1547,sys.5,3
2023-04-25T07:35:33Z,1547,sys.5,3
2023-04-25T07:38:17Z,1547,sys.5,7
2023-04-25T07:43:19Z,OR437,sys.4,7
2023-04-25T07:44:00Z,OR437,sys.4,3
2023-04-25T07:45:24Z,OR437,sys.4,7
2023-04-25T07:45:45Z,OR437,sys.4,3
2023-04-25T07:48:27Z,OR434,sys.5,3
2023-04-25T07:50:24Z,OR434,sys.5,3
2023-04-25T08:07:14Z,OR419,sys.1,7
2023-04-25T08:07:58Z,OR419,sys.1,7
2023-04-25T08:09:31Z,OR432,sys.1,3
2023-04-25T08:10:04Z,OR432,sys.1,3
2023-04-25T08:10:35Z,OR432,sys.1,7
2023-04-25T08:11:14Z,OR432,sys.1,7
2023-04-25T08:11:52Z,OR424,sys.1,3
2023-04-25T08:11:52Z,OR419,sys.1,3
2023-04-25T08:11:59Z,OR424,sys.1,7
2023-04-25T08:12:30Z,OR419,sys.1,7
2023-04-25T08:17:05Z,OR428,sys.1,4
2023-04-25T08:17:11Z,OR428,sys.1,7
2023-04-25T08:17:13Z,OR428,sys.1,4
2023-04-25T08:17:19Z,OR428,sys.1,7
2023-04-25T08:17:30Z,OR432,sys.1,7
2023-04-25T08:17:50Z,OR432,sys.1,3
2023-04-25T08:30:14Z,OR432,sys.1,7
2023-04-25T08:31:10Z,OR432,sys.1,3
2023-04-25T08:34:22Z,OR432,sys.1,3
2023-04-25T08:35:19Z,OR432,sys.1,7
2023-04-25T08:40:15Z,OR432,sys.1,7
2023-04-25T08:46:42Z,OR428,sys.1,8
2023-04-25T08:48:25Z,OR428,sys.1,7
2023-04-25T08:48:40Z,OR432,sys.1,3
2023-04-25T10:06:33Z,OR426,sys.5,3
2023-04-25T10:06:47Z,OR426,sys.5,3
2023-04-25T10:06:50Z,OR426,sys.5,3
2023-04-25T10:07:25Z,OR426,sys.5,3
2023-04-25T10:07:40Z,OR426,sys.5,3
2023-04-25T10:07:47Z,OR426,sys.5,3
2023-04-25T10:08:00Z,OR426,sys.5,3
2023-04-25T10:11:47Z,OR426,sys.5,7
2023-04-25T10:13:55Z,OR426,sys.5,3
2023-04-25T10:18:10Z,OR426,sys.5,3
2023-04-25T10:18:25Z,OR426,sys.5,3
2023-04-25T10:19:04Z,OR426,sys.5,7
2023-04-25T10:19:37Z,OR426,sys.5,7
2023-04-25T10:19:45Z,OR426,sys.5,3
2023-04-25T10:19:51Z,OR426,sys.5,3
2023-04-25T10:25:44Z,OR426,sys.5,7
2023-04-25T10:27:11Z,OR426,sys.5,7
2023-04-25T10:28:18Z,OR426,sys.5,7
2023-04-25T10:28:43Z,OR415,sys.3,3
2023-04-25T10:29:41Z,OR415,sys.3,7
2023-04-25T10:31:25Z,OR430,sys.5,3
2023-04-25T10:31:34Z,OR426,sys.5,3
2023-04-25T10:31:38Z,OR426,sys.5,3
2023-04-25T10:32:25Z,OR426,sys.5,3
2023-04-25T10:32:28Z,OR430,sys.5,7
2023-04-25T10:34:00Z,OR415,sys.3,4
2023-04-25T10:34:24Z,OR415,sys.3,3
2023-04-25T10:34:27Z,OR415,sys.3,4
2023-04-25T10:34:45Z,OR426,sys.5,7
2023-04-25T10:34:57Z,OR415,sys.3,3
2023-04-25T10:35:56Z,OR415,sys.3,3
2023-04-25T10:36:31Z,OR415,sys.3,3
2023-04-25T10:37:50Z,OR426,sys.5,7
2023-04-25T10:37:54Z,OR415,sys.3,3
