DateTime;Animal;RFID;AM;xPos;yPos;zPos
24.04.2023 18:45:05.730;OR428_sys.1;041AF89186;SAM;300.0;77.3;0.0
24.04.2023 18:45:16.606;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 18:50:26.576;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 18:50:28.512;OR428_sys.1;041AF89186;SAM;100.0;116.0;0.0
24.04.2023 18:51:06.924;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 18:51:55.185;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 18:52:02.193;OR428_sys.1;041AF89186;SAM;266.7;0.0;0.0
24.04.2023 18:52:19.448;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 18:56:42.471;OR428_sys.1;041AF89186;SAM;233.3;0.0;0.0
24.04.2023 18:58:03.140;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 18:59:22.525;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 18:59:52.272;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 18:59:55.725;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 19:00:32.112;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:00:41.990;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 19:01:34.296;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:01:41.671;OR428_sys.1;041AF89186;SAM;266.7;0.0;0.0
24.04.2023 19:02:20.062;OR428_sys.1;041AF89186;SAM;100.0;116.0;0.0
24.04.2023 19:04:44.471;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 19:04:59.151;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:05:21.880;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 19:06:17.315;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:08:31.366;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 19:08:39.399;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:08:45.093;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 19:08:48.527;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:08:53.696;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 19:09:01.226;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 19:09:04.325;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 19:09:15.557;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:09:29.354;OR428_sys.1;041AF89186;SAM;250.0;0.0;0.0
24.04.2023 19:09:57.414;OR428_sys.1;041AF89186;SAM;50.0;0.0;0.0
24.04.2023 19:15:21.138;OR428_sys.1;041AF89186;SAM;250.0;116.0;0.0
24.04.2023 19:15:51.873;OR428_sys.1;041AF89186;SAM;50.0;0.0;0.0
24.04.2023 19:16:10.265;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 19:16:34.933;OR428_sys.1;041AF89186;SAM;100.0;116.0;0.0
24.04.2023 19:16:53.393;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 19:17:04.887;OR428_sys.1;041AF89186;SAM;33.3;116.0;0.0
24.04.2023 19:17:10.534;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 19:18:16.236;OR428_sys.1;041AF89186;SAM;50.0;116.0;0.0
24.04.2023 19:18:23.962;OR428_sys.1;041AF89186;SAM;250.0;0.0;0.0
24.04.2023 19:18:40.819;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:23:17.174;OR428_sys.1;041AF89186;SAM;233.3;0.0;0.0
24.04.2023 19:23:37.467;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:30:22.137;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 19:30:43.557;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 19:31:11.556;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 19:31:22.498;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 19:31:42.877;OR428_sys.1;041AF89186;SAM;300.0;58.0;0.0
24.04.2023 19:32:12.773;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 19:32:48.848;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 19:32:55.932;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 19:33:01.180;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 19:33:35.866;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:34:02.192;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 19:34:10.731;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 19:34:28.273;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 19:34:38.243;OR428_sys.1;041AF89186;SAM;100.0;116.0;0.0
24.04.2023 19:34:41.024;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 19:34:44.538;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 19:34:47.132;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 19:34:53.104;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:35:11.889;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 19:35:43.587;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 19:41:42.503;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 19:41:55.516;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 19:42:32.908;OR428_sys.1;041AF89186;SAM;266.7;116.0;0.0
24.04.2023 19:42:45.965;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:48:32.073;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 19:49:17.753;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:49:23.868;OR428_sys.1;041AF89186;SAM;250.0;0.0;0.0
24.04.2023 19:49:43.225;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:50:29.787;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 19:50:57.511;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:51:09.465;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 19:51:36.309;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:52:44.913;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 19:54:27.592;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 19:58:14.274;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 19:59:06.905;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 19:59:28.835;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 20:00:26.428;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 20:00:37.080;OR428_sys.1;041AF89186;SAM;250.0;0.0;0.0
24.04.2023 20:00:56.116;OR428_sys.1;041AF89186;SAM;50.0;0.0;0.0
24.04.2023 20:01:05.854;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:01:15.359;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 20:01:36.008;OR428_sys.1;041AF89186;SAM;300.0;58.0;0.0
24.04.2023 20:02:06.313;OR428_sys.1;041AF89186;SAM;100.0;116.0;0.0
24.04.2023 20:02:40.458;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:02:49.215;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 20:02:53.831;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:02:58.787;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 20:03:05.627;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 20:03:09.560;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 20:03:15.446;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:03:18.216;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 20:06:56.484;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:07:03.743;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 20:07:28.638;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:07:42.038;OR428_sys.1;041AF89186;SAM;100.0;116.0;0.0
24.04.2023 20:07:45.243;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 20:07:58.303;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 20:11:27.181;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 20:11:43.914;OR428_sys.1;041AF89186;SAM;100.0;116.0;0.0
24.04.2023 20:17:38.636;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 20:17:49.646;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 20:18:20.541;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:18:26.799;OR428_sys.1;041AF89186;SAM;50.0;0.0;0.0
24.04.2023 20:23:32.508;OR428_sys.1;041AF89186;SAM;250.0;116.0;0.0
24.04.2023 20:24:12.175;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 20:24:22.487;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:24:26.403;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 20:24:49.799;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:24:56.517;OR428_sys.1;041AF89186;SAM;100.0;58.0;0.0
24.04.2023 20:25:01.396;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 20:25:09.846;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 20:25:13.637;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:25:22.489;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 20:25:41.555;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 20:25:54.802;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 20:27:25.927;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 20:28:02.117;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 20:28:23.195;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 20:30:14.568;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 20:31:06.295;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 20:31:41.882;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 20:38:33.854;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 20:39:58.415;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 20:40:32.341;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:40:53.928;OR428_sys.1;041AF89186;SAM;100.0;116.0;0.0
24.04.2023 20:41:06.985;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:41:31.287;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 20:43:00.413;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 20:43:38.328;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 20:43:51.047;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 20:45:14.437;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 20:49:56.701;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 20:50:18.831;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 20:50:59.041;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 20:52:04.562;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 20:54:06.193;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 20:54:39.614;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 20:58:10.187;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 21:00:38.806;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 21:01:18.276;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 21:02:14.374;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 21:02:27.944;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 21:02:30.833;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 21:03:05.882;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 21:03:20.156;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 21:03:24.267;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
24.04.2023 21:03:53.898;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 21:03:59.574;OR428_sys.1;041AF89186;SAM;266.7;0.0;0.0
24.04.2023 21:04:11.455;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 21:06:05.964;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 21:09:01.387;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 21:09:20.205;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 21:11:38.193;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 21:11:46.751;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 21:12:39.950;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 21:13:45.935;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 21:14:05.810;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 21:14:20.319;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 21:15:47.428;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 21:50:57.193;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 21:51:22.318;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 21:51:25.652;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 21:51:43.556;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 21:54:42.835;OR428_sys.1;041AF89186;SAM;233.3;0.0;0.0
24.04.2023 21:54:47.742;OR428_sys.1;041AF89186;SAM;33.3;0.0;0.0
24.04.2023 21:54:54.477;OR428_sys.1;041AF89186;SAM;250.0;0.0;0.0
24.04.2023 21:54:58.471;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 21:55:01.631;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 21:55:42.402;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:02:04.214;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 22:02:30.422;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:02:44.075;OR428_sys.1;041AF89186;SAM;233.3;38.7;0.0
24.04.2023 22:03:53.417;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:04:11.188;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 22:04:20.311;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:04:22.746;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 22:04:36.073;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:05:05.655;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 22:05:52.628;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 22:06:21.229;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 22:06:40.661;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 22:10:47.780;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 22:11:06.004;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:11:11.834;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 22:12:57.043;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:14:29.227;OR428_sys.1;041AF89186;SAM;260.0;116.0;0.0
24.04.2023 22:14:41.462;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:14:55.929;OR428_sys.1;041AF89186;SAM;200.0;116.0;0.0
24.04.2023 22:15:47.681;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:16:47.398;OR428_sys.1;041AF89186;SAM;200.0;58.0;0.0
24.04.2023 22:16:52.935;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:24:46.308;OR428_sys.1;041AF89186;SAM;250.0;116.0;0.0
24.04.2023 22:26:01.433;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 22:26:38.562;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 22:30:38.004;OR428_sys.1;041AF89186;SAM;0.0;116.0;0.0
24.04.2023 22:30:44.844;OR428_sys.1;041AF89186;SAM;233.3;116.0;0.0
24.04.2023 22:33:03.582;OR428_sys.1;041AF89186;SAM;50.0;0.0;0.0
24.04.2023 22:38:16.591;OR428_sys.1;041AF89186;SAM;266.7;77.3;0.0
24.04.2023 22:40:40.560;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:45:20.524;OR428_sys.1;041AF89186;SAM;200.0;0.0;0.0
24.04.2023 22:46:27.988;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:48:18.985;OR428_sys.1;041AF89186;SAM;250.0;116.0;0.0
24.04.2023 22:48:58.593;OR428_sys.1;041AF89186;SAM;0.0;0.0;0.0
24.04.2023 22:49:40.578;OR428_sys.1;041AF89186;SAM;300.0;116.0;0.0
24.04.2023 22:50:20.703;OR428_sys.1;041AF89186;SAM;100.0;0.0;0.0
24.04.2023 22:50:38.558;OR428_sys.1;041AF89186;SAM;300.0;0.0;0.0
